batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B008954,871,990,57,206,366,105,306,258,553,380,119,602,192,363,339,170,368,301,504,594,538,362,699,616,887,437,764,918,780,150
B035188,755,451,717,481,982,572,424,6,219,378,307,322,563,927,899,302,917,609,3,674,42,192,324,155,60,692,446,356,889,113
B045964,525,898,116,933,173,489,580,608,839,140,257,992,935,789,552,438,245,312,946,711,769,836,110,267,176,538,888,828,664,191
B039725,721,644,193,954,698,864,603,241,569,33,373,491,862,398,186,544,50,942,854,338,205,566,640,850,413,851,177,133,328,638
B045316,334,77,616,49,489,609,752,751,20,68,192,151,746,491,547,334,920,394,922,921,526,998,692,954,829,966,285,312,46,273
B006789,395,181,32,174,890,686,207,709,108,965,54,317,826,768,199,224,232,750,187,45,32,346,439,910,72,236,955,684,331,468
B042764,19,123,836,81,839,799,258,988,688,126,577,267,956,214,303,489,985,288,233,920,667,26,862,789,158,392,427,536,22,703
B049135,305,157,724,653,450,694,973,668,531,790,132,941,528,122,601,200,307,978,177,480,227,268,719,879,880,44,966,939,329,225
B008836,207,78,656,389,899,516,605,692,327,802,577,564,253,333,893,862,647,788,45,591,394,680,577,400,158,317,153,120,580,635
B024714,594,42,398,555,396,789,172,694,666,447,463,840,549,192,974,159,757,655,196,711,756,820,894,885,927,142,665,492,332,697
B026422,291,261,546,105,520,416,735,876,681,876,559,781,416,546,4,263,679,114,342,528,755,667,107,320,306,497,859,628,226,508
B049194,250,712,974,672,773,470,580,384,844,736,355,714,26,49,279,967,797,926,653,847,688,98,673,718,633,132,286,252,314,136
B009942,486,539,883,59,168,631,53,64,702,294,348,158,124,704,585,536,182,607,888,607,540,414,553,582,955,973,718,709,191,434
B024972,962,797,765,957,598,145,746,734,899,937,448,198,607,962,669,921,729,105,230,884,988,565,304,53,978,235,5,163,145,896
B032923,382,540,670,871,873,927,986,662,916,117,249,359,632,193,176,643,26,142,395,27,282,660,134,276,678,550,168,161,639,669
B035495,496,17,715,29,397,38,384,452,156,122,351,786,951,782,405,469,381,838,250,21,859,794,131,312,212,913,327,475,296,337
B007308,543,62,455,887,169,498,271,230,835,361,33,26,652,433,960,799,920,690,374,356,727,859,294,115,397,363,842,620,762,570
B032778,624,999,757,57,560,971,619,18,554,252,791,738,974,986,956,845,246,572,293,151,376,932,911,438,902,784,579,403,58,488
B031181,838,650,509,301,313,312,285,294,336,396,800,937,167,626,578,904,89,769,744,902,474,310,765,826,614,398,767,252,387,655
B039478,968,872,161,271,328,832,942,464,876,604,516,173,305,555,875,129,972,685,981,947,62,848,336,439,11,573,694,259,299,885
B043476,983,991,459,244,919,306,787,290,168,196,261,862,685,235,819,744,751,135,453,634,547,536,233,552,689,928,142,666,752,924
B041695,298,383,254,623,241,48,802,345,33,607,262,774,513,535,686,551,175,809,672,907,795,215,36,478,219,515,123,802,388,740
B020032,208,516,211,66,801,377,131,158,517,544,758,76,471,473,570,204,413,35,478,348,626,610,613,241,227,74,736,501,918,116
B033931,598,632,63,162,242,263,97,441,78,952,803,0,859,587,462,417,433,458,110,590,608,744,811,112,122,363,260,225,227,358
B029301,901,266,268,853,531,585,866,978,108,946,38,85,489,983,49,989,783,278,794,56,144,335,626,452,896,129,702,801,252,430
B023563,73,219,910,559,769,696,733,38,6,515,656,184,863,389,611,595,93,531,938,227,699,935,834,127,516,728,12,991,514,165
B047101,473,127,164,427,585,262,722,6,943,104,888,700,132,699,964,307,615,442,911,655,697,362,355,297,923,717,379,948,684,615
B038499,873,83,490,943,782,175,577,403,253,400,511,139,485,772,234,731,643,985,104,264,842,749,707,357,438,786,170,184,129,128
B008375,251,961,660,621,851,105,179,318,643,338,584,66,128,543,861,973,677,629,222,984,938,333,690,234,394,470,892,289,768,484
B048033,347,80,3,78,535,983,995,282,601,937,186,522,430,862,237,76,313,214,522,936,7,630,616,807,825,599,942,534,451,135
B037387,726,949,652,120,343,854,149,884,91,832,14,45,907,468,663,559,762,876,853,679,806,514,793,629,506,494,398,88,942,621
B027341,257,656,209,193,842,907,526,853,73,268,852,179,582,309,790,748,136,418,619,833,751,704,742,565,788,0,444,84,321,379
B017742,251,506,847,810,707,740,188,855,138,359,293,914,881,958,395,192,778,837,221,848,804,805,99,961,439,826,637,360,62,829
B024340,151,725,370,260,891,65,99,398,952,126,658,347,430,742,593,295,435,777,798,635,174,679,339,66,789,90,524,530,626,643
B044490,34,451,911,6,288,926,872,685,699,914,786,54,377,427,97,418,948,517,58,338,121,258,901,517,591,234,18,684,41,204
B047946,139,763,985,342,329,749,701,731,976,300,174,978,287,519,388,173,480,594,570,412,439,422,22,761,524,391,656,335,33,352
B024092,498,560,275,695,127,658,64,166,15,722,419,86,321,802,389,209,883,374,849,79,224,38,921,89,157,569,317,52,559,949
B028068,749,603,363,538,725,992,172,887,334,929,777,204,822,494,380,444,417,55,884,888,407,701,70,920,155,664,806,231,91,708
B039792,192,390,49,457,220,700,491,610,961,77,286,764,57,950,509,449,656,982,423,989,723,422,452,41,362,119,413,124,249,275
B040984,122,435,884,41,824,842,609,778,855,320,294,888,233,286,225,225,939,475,938,28,412,206,165,1,792,494,942,58,152,318
B031358,647,988,894,694,900,847,408,230,325,49,160,995,64,930,421,103,886,649,620,343,854,842,785,276,288,346,883,668,644,717
B032013,170,917,573,366,801,327,530,453,475,962,993,77,955,94,190,261,965,357,538,828,540,78,333,289,361,262,438,335,996,137
B007526,301,247,869,865,89,335,727,759,518,864,746,268,856,788,937,934,924,666,906,556,304,574,212,309,207,381,539,419,103,122
B015493,695,580,435,98,944,987,3,151,456,337,957,429,637,17,400,859,324,432,165,287,832,670,947,884,10,630,161,788,202,63
B019779,683,832,896,344,429,894,1,438,134,471,549,110,13,253,781,845,886,895,214,491,917,400,129,21,438,510,976,612,667,872
B005733,206,936,779,697,928,898,891,575,967,814,869,684,950,5,358,120,761,993,29,224,658,983,537,690,3,353,111,660,345,517
B019082,821,684,984,66,148,933,77,104,498,947,496,45,752,355,839,824,525,531,941,724,46,925,662,122,596,27,394,928,427,696
B045973,957,70,338,330,469,617,505,48,882,218,257,652,934,72,170,721,494,232,29,201,462,548,624,438,411,551,58,974,183,620
B020031,174,798,849,644,952,274,199,67,304,946,410,625,165,242,943,649,669,35,523,317,1,918,863,261,2,52,396,262,932,595
B033362,753,943,916,500,164,572,494,495,429,176,697,616,939,672,173,500,266,651,662,501,324,805,682,861,130,662,802,869,446,433
B043675,991,164,592,581,367,308,987,107,430,625,395,84,166,7,50,976,634,600,345,490,992,40,714,903,78,498,590,488,170,950
B010483,202,772,990,481,114,756,184,100,216,802,453,323,113,869,244,359,530,593,728,458,257,762,199,730,928,486,52,649,784,673
B026469,382,691,984,14,596,170,391,756,16,36,614,773,875,753,544,883,747,503,786,393,637,985,425,100,271,561,852,200,553,436
B002163,402,138,547,785,193,395,169,810,904,520,816,564,304,672,387,91,341,73,994,427,207,573,150,835,880,505,198,791,39,724
B016662,9,236,711,256,575,17,356,404,622,637,303,469,277,885,536,348,594,729,377,354,436,916,257,735,315,707,429,411,96,82
B038233,499,919,458,911,350,787,325,254,109,898,255,535,458,380,699,746,161,879,616,609,885,778,787,95,745,207,880,581,794,82
B041473,431,414,121,359,844,589,248,703,70,401,320,8,570,633,569,446,153,963,189,887,925,434,920,381,938,350,158,305,574,988
B021613,425,522,278,567,852,95,615,347,170,830,233,909,962,123,588,301,335,127,647,130,263,174,514,981,546,560,680,719,898,532
B002552,501,894,699,899,425,492,61,925,949,575,104,532,235,969,269,670,408,607,130,411,458,753,177,439,426,900,695,782,305,297
B021800,678,174,403,848,16,307,697,658,605,480,189,781,821,281,809,515,181,176,451,65,801,556,582,797,303,763,283,543,345,94
B043501,831,944,537,560,705,297,865,44,270,834,118,541,648,128,595,819,527,620,419,973,363,218,15,92,456,25,530,116,761,449
B032606,583,666,802,282,597,897,360,197,982,589,653,192,589,622,78,259,477,894,89,141,873,215,900,275,959,124,139,181,898,642
B017228,697,273,851,560,286,97,744,19,996,156,348,827,283,875,180,266,948,169,648,621,886,324,376,474,35,491,425,553,507,219
B024367,891,70,782,430,231,496,161,810,462,8,678,466,789,270,348,977,531,15,975,925,581,580,660,962,663,268,933,352,191,233
B033057,893,751,796,234,809,944,352,336,887,827,773,62,308,428,306,924,608,808,95,390,373,32,820,123,362,577,557,278,8,509
B049975,47,633,953,748,429,196,127,124,990,104,574,247,253,990,862,391,583,114,854,563,804,216,408,52,220,886,821,561,756,17
B039028,728,595,120,749,523,419,558,11,699,725,555,524,804,859,363,524,494,960,402,947,457,212,355,255,824,311,983,520,206,154
B022963,529,905,103,78,996,468,652,907,135,588,245,889,788,317,297,291,625,777,467,191,771,952,546,929,461,792,62,678,718,943
B023826,525,660,311,959,829,283,462,223,466,918,699,131,213,204,154,990,813,292,951,533,374,139,749,147,845,77,648,365,98,441
B030723,322,655,952,993,405,673,763,377,371,328,856,803,126,308,343,307,101,65,393,520,82,833,476,643,228,920,919,150,191,351
B024942,727,974,265,355,215,684,835,560,284,941,984,190,275,892,703,737,962,495,60,601,685,826,618,353,312,102,957,954,237,685
B018236,357,161,701,286,557,505,634,347,694,580,311,686,649,277,917,906,110,419,542,676,19,54,106,113,905,280,596,664,794,355
B007509,240,255,24,479,68,520,970,321,168,604,1,504,485,623,408,748,314,48,521,149,817,418,642,743,429,760,242,264,958,933
B022834,426,721,464,62,511,475,507,661,347,606,769,840,234,133,406,138,489,225,512,482,659,139,901,296,249,31,645,858,129,889
B032631,703,622,130,625,619,189,477,442,538,104,566,11,936,417,801,915,513,751,658,383,794,655,898,114,335,886,32,602,522,579
B044520,963,623,541,659,122,45,665,338,316,412,107,22,586,18,786,655,684,197,109,897,732,15,48,186,224,570,45,894,593,487
B010383,727,722,505,531,881,54,529,674,166,366,202,432,198,479,718,481,666,279,593,436,892,136,891,734,499,983,648,127,592,591
B037005,122,214,506,734,24,420,106,311,189,963,945,120,382,573,373,171,638,530,252,889,286,576,166,213,690,223,630,81,168,888
B018089,435,437,232,343,658,99,946,826,622,898,985,788,28,770,860,391,497,153,324,474,572,256,506,632,146,500,802,637,123,612
B035525,948,867,572,147,908,575,869,542,893,29,224,561,129,709,578,85,554,317,620,295,891,438,980,641,435,490,373,792,970,307
B038181,591,504,697,871,63,126,782,632,580,17,618,536,543,637,575,14,614,607,785,472,690,153,103,24,700,535,137,975,270,260
B001126,871,988,214,403,869,174,85,408,337,902,831,540,245,743,332,739,184,711,257,407,740,969,975,973,314,955,494,430,24,926
B006636,198,113,811,610,860,297,518,480,698,680,426,909,153,88,127,98,764,237,704,95,52,948,514,552,27,712,835,407,844,409
B047350,284,869,615,651,44,829,126,134,307,97,157,655,609,943,401,637,332,644,936,858,734,669,530,133,983,464,399,330,829,922
B019142,810,131,871,949,484,819,495,726,865,208,396,326,289,796,322,541,906,923,661,376,7,622,902,877,410,751,424,113,722,849
B049507,523,898,588,263,636,53,127,193,564,739,46,163,244,772,864,991,18,289,221,424,926,637,313,158,155,972,35,733,984,291
B045201,235,650,473,631,333,779,51,404,724,953,197,354,155,258,148,704,213,2,843,0,735,208,450,886,350,762,386,927,893,950
B011075,223,406,255,114,960,204,195,677,604,496,82,190,656,249,402,448,939,297,280,890,38,816,720,55,228,167,194,634,451,711
B047095,15,499,822,669,320,368,224,660,502,428,781,495,873,41,239,852,616,307,84,125,429,64,817,478,669,502,167,724,307,190
B015064,987,46,475,896,270,414,441,615,405,204,37,447,467,694,491,252,204,378,36,766,860,493,379,821,164,589,2,827,310,824
B038024,251,881,794,971,36,851,969,379,870,51,391,715,359,948,792,214,955,568,583,757,620,171,57,451,400,112,781,499,825,928
B022296,892,493,411,690,895,442,891,365,737,993,755,307,256,830,474,424,304,961,235,163,217,808,282,288,372,989,696,331,110,617
B002723,360,110,487,944,256,236,894,855,511,221,500,46,886,525,396,581,706,748,335,897,301,304,351,897,747,657,752,34,718,329
B030618,483,460,835,146,831,301,280,287,961,583,26,61,554,506,312,375,160,482,927,737,566,725,186,303,960,623,156,70,558,253
B029615,831,80,2,424,103,225,668,236,46,8,607,381,267,902,9,223,549,275,241,758,17,819,123,132,728,79,166,456,254,116
B005581,199,474,155,830,756,859,335,882,641,181,232,839,229,897,586,643,812,51,441,475,208,951,165,347,933,628,863,113,348,230
B016713,762,199,606,999,629,572,356,12,202,664,209,847,5,508,168,149,444,325,744,165,829,597,840,550,357,134,389,995,96,176
B005377,119,792,621,327,684,308,864,702,802,896,815,723,772,837,893,349,720,29,502,916,589,166,741,902,911,198,44,645,613,80
B031994,412,50,491,343,131,631,74,303,934,688,509,610,371,241,604,771,164,745,58,474,144,37,314,869,137,885,736,551,469,519
B046329,521,58,562,76,221,67,31,751,354,41,66,306,261,178,149,882,81,819,762,159,635,505,233,151,405,780,191,518,76,322
B048554,839,859,738,231,965,664,296,295,659,895,445,265,573,435,428,59,406,542,637,155,327,97,583,178,546,641,684,837,436,0
B014388,962,943,347,864,640,795,220,418,232,860,415,72,903,106,775,306,139,349,151,637,558,566,460,608,423,825,410,509,948,159
B021500,939,759,403,581,929,478,262,731,712,808,663,38,40,0,258,203,713,637,871,925,426,560,206,895,474,930,683,185,324,403
B011155,851,343,853,911,379,792,188,616,157,905,403,422,920,315,450,72,927,597,975,368,374,441,221,865,91,824,651,21,569,60
B027129,348,215,211,4,963,585,762,887,767,333,52,709,285,129,957,66,421,873,199,888,763,423,451,435,168,471,650,154,314,110
B012896,618,559,128,601,109,934,668,428,825,748,473,389,413,562,538,578,83,791,504,796,979,361,983,192,589,558,124,506,784,259
B033964,716,845,838,565,96,788,599,730,356,923,716,475,395,717,594,598,765,880,218,310,317,963,313,427,357,160,236,439,666,881
B032569,616,161,331,473,386,556,51,437,894,890,605,765,494,328,569,37,315,297,854,340,666,494,343,907,334,477,350,701,373,952
B047094,993,819,581,444,361,544,983,663,498,419,366,653,771,825,319,886,13,221,153,639,280,853,122,469,866,481,310,433,289,170
B049736,422,911,309,662,508,516,73,719,285,905,738,89,469,214,67,424,795,672,424,28,8,112,656,660,585,904,487,608,122,230
B015909,100,819,988,168,337,98,535,524,791,238,648,807,283,282,659,223,98,291,548,632,7,325,564,891,590,596,684,749,201,506
B049941,742,652,13,228,694,420,511,639,355,11,0,683,153,899,869,750,484,677,165,19,602,885,737,603,171,234,296,727,556,487
B008118,871,86,308,48,193,243,764,392,970,254,870,13,35,869,878,174,227,885,542,892,399,852,304,636,929,883,783,410,352,457
B029965,555,673,303,908,959,843,152,699,29,52,705,210,201,529,240,196,949,159,180,833,62,409,36,101,318,772,570,572,382,853
B012051,888,865,681,288,157,964,92,832,140,440,566,988,603,307,119,761,941,451,421,563,342,647,174,967,113,926,501,901,461,462
B033470,11,343,576,592,573,783,457,817,364,752,224,519,724,481,871,892,924,239,339,93,208,927,171,712,31,994,137,762,758,59
B022158,961,69,14,760,546,72,107,963,831,219,20,751,420,525,285,660,245,999,109,890,344,198,199,490,209,944,167,651,428,302
B032017,59,945,550,755,965,296,197,597,20,660,658,648,132,470,850,605,826,206,696,109,395,78,409,214,830,450,405,436,180,894
B035633,392,415,733,125,489,803,274,447,8,629,946,193,819,562,74,580,433,929,577,987,15,879,958,52,886,348,317,486,73,450
B030558,582,840,32,496,417,345,418,328,572,427,559,75,257,735,93,157,282,425,953,942,606,778,220,748,434,132,92,816,584,432
B017122,877,914,879,153,960,579,761,800,778,322,0,785,762,606,714,91,998,517,783,254,931,732,571,354,105,828,992,370,942,3
B012435,904,927,911,844,848,758,925,968,432,150,200,742,556,577,624,502,765,846,693,700,349,150,662,6,543,469,342,393,842,222
B021937,361,528,625,429,423,318,745,800,91,405,711,593,384,1,306,486,221,416,443,223,496,526,521,241,134,625,904,595,178,991
B013944,217,204,15,291,979,644,502,708,358,842,744,694,937,144,54,810,257,166,196,345,999,200,99,549,324,891,470,376,639,524
B014629,25,917,568,48,718,45,249,669,183,260,40,159,649,462,836,79,865,639,635,657,675,912,764,629,121,859,695,766,242,949
B015394,297,338,532,254,310,365,197,501,97,674,308,671,311,412,205,980,976,235,127,677,176,351,175,598,89,278,525,117,416,558
B020864,489,815,374,674,843,420,582,835,131,115,627,754,809,890,370,466,522,173,410,37,604,767,72,808,780,691,524,479,553,737
B041978,449,816,321,39,361,457,800,916,643,439,931,415,565,387,284,673,310,598,460,671,686,884,995,653,492,724,674,469,776,679
B004123,641,843,233,132,979,486,912,169,109,672,912,989,595,403,508,947,305,608,28,116,864,665,264,912,732,812,361,354,61,463
B042159,508,6,313,845,89,994,348,174,533,381,966,666,543,928,966,458,480,752,874,538,829,416,181,639,197,937,390,239,157,676
B048570,119,612,938,294,337,791,394,613,402,405,493,281,339,718,461,760,450,135,706,542,52,243,480,222,986,896,99,492,167,221
B033348,114,43,821,909,310,270,132,671,682,7,678,961,417,782,558,812,828,951,580,732,708,36,653,102,296,391,647,756,239,87
B019670,410,809,556,759,793,17,18,686,511,964,657,111,218,503,527,84,395,370,565,173,487,263,492,728,318,172,299,5,626,470
B022704,131,906,411,892,753,339,281,290,197,570,162,384,534,776,109,100,677,13,359,457,527,477,199,597,607,804,207,156,132,997
B012275,578,912,9,481,210,865,881,849,287,289,570,748,555,532,40,410,666,697,576,286,446,164,627,760,712,860,380,357,701,333
B013297,909,890,630,521,9,141,887,170,786,645,48,778,374,106,314,128,682,185,915,686,371,748,397,511,778,353,167,253,735,22
B042747,689,930,181,954,820,319,625,910,126,619,999,719,28,347,308,666,701,545,351,293,523,197,754,156,1,12,267,109,632,931
B046882,481,89,43,845,537,513,87,495,613,870,47,2,100,456,451,332,48,645,298,416,577,729,534,573,300,361,748,838,79,652
B011563,102,414,217,662,25,272,336,423,240,540,947,413,748,952,938,710,604,1,850,430,333,153,23,336,391,952,816,388,864,319
B034800,148,442,597,817,336,389,632,844,2,571,793,387,919,139,120,35,544,709,836,741,668,225,385,467,389,426,37,731,196,528
B015594,403,159,513,422,102,842,120,156,701,602,707,629,657,40,819,655,278,546,949,144,364,988,831,964,318,584,654,226,517,562
B048937,347,978,111,437,114,218,375,636,630,803,243,72,164,862,21,375,901,213,139,509,149,938,917,809,990,459,472,586,614,784
B006559,743,251,928,569,412,372,796,278,597,882,661,728,603,293,922,459,713,942,457,113,395,296,827,284,921,991,353,499,190,35
B030341,264,839,30,746,107,893,546,665,912,473,37,350,188,958,320,900,649,574,36,804,297,900,94,380,0,678,117,698,21,780
